62 40_15_CLA_15_1 -199.28097357789835 -224.37127470001678
63 40_16_CLA_16_1 -173.3604195328902 -196.32992127765056
64 40_17_CLA_17_1 -198.05161805410512 -216.78246762055596
65 40_18_CLA_18_1 -185.90300556960327 -208.9180278745651
66 40_19_CLA_19_1 -167.20378519701936 -194.33762862105814
67 40_1_CLA_0_1 -183.83567874079682 -214.25331905997936
68 40_20_CLA_20_1 -158.21235606230533 -186.7949387927914
69 40_21_CLA_21_1 -170.79945395179288 -197.8294333420117
70 40_22_CLA_22_1 -148.22031414051577 -166.68151947823543
71 40_23_CLA_23_1 -184.9240694702496 -208.16358711961632
72 40_24_CLA_24_1 -200.51730763021482 -222.79223040198926
73 40_25_CLA_25_1 -154.74960777564823 -190.7056092402691
74 40_26_CLA_26_1 -145.44331103176953 -169.83083541679997
75 40_27_CLA_27_1 -156.89075636050575 -178.52130002754058
76 40_28_CLA_28_1 -168.49255903793738 -191.7739086360539
77 40_29_CLA_29_1 -180.76125068047457 -202.5228682732223
78 40_2_CLA_1_1 -179.37730257936033 -201.14750526303035
79 40_30_CLA_30_1 -154.77814020404384 -180.37819637840076
80 40_31_CLA_31_1 -199.24418435479205 -221.00027828986146
81 40_32_CLA_32_1 -180.9233143411173 -204.2387885770055
82 40_33_CLA_34_1 -199.41621289639446 -225.4228631695296
83 40_34_CLA_35_1 -156.38372995971196 -184.99616729301508
84 40_35_CLA_36_1 -200.66695155152345 -225.2122070529534
85 40_36_CLA_38_1 -166.2895457982745 -191.21592130603818
86 40_37_CLA_39_1 -192.34182870175587 -216.12271773936874
87 40_3_CLA_2_1 -186.33353524285545 -208.41900080555052
88 40_4_CLA_4_1 -156.12973165947375 -185.1052937445669
89 40_5_CLA_5_1 -195.20103508544634 -220.67525009667096
90 40_6_CLA_6_1 -179.676534818269 -201.56615226168606
91 40_7_CLA_7_1 -207.33956294675886 -236.56025573255667
92 40_8_CLA_8_1 -162.13920245420434 -189.3423621612301
93 40_9_CLA_9_1 -170.12813212461452 -195.57912071277002
0 POT_0_1 -266.6008956804491 -292.60079009993785
1 POT_1_1 -254.67763202130953 -281.7447714894043
2 POT_2_1 -167.9457299916991 -190.99273949423548
3 POT_3_1 -223.31205798480417 -246.54780399553997
4 POT_4_1 -217.76468781726484 -238.01060022013317
5 POT_5_1 -265.2420969692923 -291.1469885379797
6 POT_6_1 -251.76621057946025 -273.54868763400407
7 POT_7_1 -279.70258761637746 -306.4624510744152
8 POT_8_1 -234.3150346608291 -256.91228704081584
9 POT_9_1 -234.153894575807 -257.2001563793187
10 37_20_POT_21_1 -147.29136427685836 -167.90573912273982
11 37_22_POT_23_1 -153.09673030072275 -174.83448953822096
12 37_24_POT_25_1 -167.358266708152 -186.1713008655999
13 37_26_POT_27_1 -148.45408834663115 -161.80468401960198
14 37_28_POT_29_1 -174.96748649619033 -194.4988296798515
15 37_2_POT_1_1 -150.85720459470008 -178.38081720792493
16 37_31_POT_32_1 -143.98659845722705 -165.596046210811
17 37_32_POT_33_1 -152.82899996710242 -170.04639090861096
18 37_34_POT_35_1 -157.14651717383825 -182.00864852699362
19 37_35_POT_36_1 -140.38012528540378 -161.76920357436825
20 37_3_POT_2_1 -129.10371972742675 -150.2093269943143
21 37_4_POT_3_1 -171.3853502693018 -191.8693317563638
22 37_6_POT_5_1 -168.58491654529556 -195.17350060306035
23 37_7_POT_6_1 -172.226795958309 -196.58927392040692
24 37_9_POT_8_1 -145.16399851078268 -170.6860431089059
25 40_11_POT_11_1 -195.68724375440826 -217.86284704630538
26 40_12_POT_12_1 -164.15560158291763 -177.81804251969547
27 40_14_POT_15_1 -159.59150974243312 -178.07903248715002
28 40_16_POT_17_1 -189.73072781904295 -218.00360000486734
29 40_17_POT_18_1 -179.4322639867801 -201.09146678918023
30 40_19_POT_20_1 -177.2489398461514 -195.32903610670226
31 40_21_POT_23_1 -180.86353473675052 -202.76727832398038
32 40_23_POT_25_1 -176.15242478796398 -194.82002744613908
33 40_26_POT_28_1 -194.9485039683134 -210.87282173096443
34 40_28_POT_30_1 -178.54712921698763 -207.90314480176588
35 40_30_POT_32_1 -164.00910020010392 -185.3006472738805
36 40_32_POT_34_1 -152.66412613757961 -174.97631670326615
37 40_34_POT_36_1 -159.556979749423 -181.6792013098699
38 40_4_POT_3_1 -177.34639902725442 -198.69227168609672
39 40_6_POT_6_1 -182.54861803643604 -207.11367974167567
40 40_8_POT_8_1 -165.75292255865145 -189.9355130240223
41 40_18_POT_19_1 -167.3445529212036 -190.99655023168927
42 40_20_POT_22_1 -152.96410140968283 -171.36497638299534
43 40_22_POT_24_1 -159.7901154432219 -177.55035263763958
44 40_25_POT_27_1 -172.60045902507662 -185.2889769318065
45 40_27_POT_29_1 -189.77799197973457 -208.03820828909494
46 40_2_POT_1_1 -164.28513066272504 -192.62967457212187
47 40_31_POT_33_1 -177.02928083695576 -195.98080241861126
48 40_33_POT_35_1 -172.1746200116616 -197.1285638019801
49 40_3_POT_2_1 -148.31926360604808 -170.2988890781628
50 40_5_POT_4_1 -187.87540785204112 -206.6185232372143
51 40_7_POT_7_1 -170.24599385532193 -196.24734855912783
52 40_9_POT_9_1 -157.5374910920608 -180.49353785095826
53 37_10_POT_9_1 -137.09400754518776 -160.75133972222875
54 37_11_POT_10_1 -163.83209653691586 -182.3792565053646
55 37_12_POT_11_1 -174.24944054489546 -197.69176654911848
56 37_13_POT_12_1 -159.8188749012624 -173.81914915941704
57 37_14_POT_13_1 -165.19012986395728 -191.8694027583051
58 37_15_POT_15_1 -161.90794089169702 -180.837978143358
59 37_16_POT_16_1 -158.8507836990841 -185.08943058051713
60 37_17_POT_17_1 -175.0905106635046 -202.0976852106099
61 37_18_POT_19_1 -157.49741672743696 -181.2105573279618
62 37_19_POT_20_1 -163.4899643726913 -182.6443887915079
63 37_1_POT_0_1 -167.7032073815233 -193.1375113770341
64 37_21_POT_22_1 -145.9148051969622 -163.51407755754687
65 37_23_POT_24_1 -152.2017955538063 -170.672698489054
66 37_25_POT_26_1 -169.5947647394221 -193.82958690875688
67 37_27_POT_28_1 -169.56079725217964 -186.51105030092347
68 37_29_POT_30_1 -163.27520083273248 -192.16409320669726
69 37_30_POT_31_1 -169.78731244907513 -193.5183025028532
70 37_33_POT_34_1 -145.09066384311308 -167.55971359449825
71 37_36_POT_37_1 -160.8730320494431 -185.35572551810623
72 37_5_POT_4_1 -179.51065196031627 -197.42105702137476
73 37_8_POT_7_1 -164.83013146843007 -190.88657455438576
74 40_10_POT_10_1 -166.97713231857128 -185.4669232040443
75 40_13_POT_14_1 -206.8640812436249 -219.68913934698136
76 40_15_POT_16_1 -164.98417403009694 -192.5768699491208
77 40_1_POT_0_1 -175.14617597685128 -201.4205448702717
78 40_24_POT_26_1 -181.8003404237956 -206.95509081892973
79 40_29_POT_31_1 -202.77741911117803 -224.87839029466215
80 40_35_POT_37_1 -178.99063534054784 -204.8029216230992
